"","levels.dat.IID.","mean","sum","length","cl1","cl2","cl3","cl4","cl5","cl6","Froh","IID"
"43","SC359075",3820.27642105263,72585.252,19,129842.006,101580.279,29933.764,14252.964,21632.087,21612.692,0.0251941758390133,"SC359075"
"44","SC359076",1655.0255,6620.102,4,125210.288,94118.039,27352.641,NA,NA,NA,0.00229782234358301,"SC359076"
"45","SC364251",1818.705,12730.935,7,124950.299,81316.73,38003.022,4170.63999999998,NA,NA,0.00441887857584415,"SC364251"
"46","SC364253",1972.924,7891.696,4,105681.179,101577.555,25133.031,4524.51499999998,NA,NA,0.00273918972812876,"SC364253"
"47","SC416370-RECLUSTER",2131.7022,10658.511,5,121203.469,95652.957,26484.672,3609.519,NA,NA,0.00369954492017273,"SC416370-RECLUSTER"
"48","SC416391-RECLUSTER",2569.30657142857,17985.146,7,119838.095,85291.296,20815.829,8278.22399999999,4931.397,NA,0.00624260326070545,"SC416391-RECLUSTER"
"49","SC416393-RECLUSTER",2156.63233333333,25879.588,12,137819.387,77178.959,35506.975,9154.09,4609.36400000003,NA,0.00898274611918711,"SC416393-RECLUSTER"
"50","SC416397-RECLUSTER",2098.31133333333,6294.934,3,128751.663,102322.058,27672.664,2884.17599999998,NA,NA,0.00218495727053456,"SC416397-RECLUSTER"
"51","SC416401-RECLUSTER",1923.441,5770.323,3,122325.636,81938.366,17045.318,2630.24099999998,NA,NA,0.00200286598591547,"SC416401-RECLUSTER"
"52","SC416403-RECLUSTER",1956.58066666667,5869.742,3,124404.562,95241.112,21342.618,2377.79400000002,NA,NA,0.00203737409463897,"SC416403-RECLUSTER"
"53","SC416405-RECLUSTER",3073.42825,12293.713,4,128460.5,85097.62,10780.442,4466.51000000001,6294.943,NA,0.0042671198143166,"SC416405-RECLUSTER"
"54","SC416411-RECLUSTER",2405.26383333333,28863.166,12,127460.128,98802.337,23145.452,17743.125,4345.03599999996,NA,0.010018339255399,"SC416411-RECLUSTER"
"55","SC416451-RECLUSTER",1747.71333333333,5243.14,3,122629.977,90667.929,28430.643,2210.71400000001,NA,NA,0.00181988196594763,"SC416451-RECLUSTER"
"56","SC416482-RECLUSTER",1690.980875,13527.847,8,122799.678,90560.777,43038.219,NA,NA,NA,0.0046954849180832,"SC416482-RECLUSTER"
"57","SC416483-RECLUSTER",8449.975,25349.925,3,129287.201,113159.394,23553.18,NA,NA,22292.152,0.00879890129686123,"SC416483-RECLUSTER"
"58","SC416516-RECLUSTER",2037.252,6111.756,3,122210.683,92162.523,33818.547,2461.076,NA,NA,0.00212137660346133,"SC416516-RECLUSTER"
"59","SC416517-RECLUSTER",2419.0604,12095.302,5,130657.361,100361.535,21475.362,10572.51,NA,NA,0.00419825180759818,"SC416517-RECLUSTER"
"60","SC416520-RECLUSTER",6610.72592307692,85939.437,13,122163.67,80989.085,32787.631,8042.851,17548.331,56845.396,0.0298293830719745,"SC416520-RECLUSTER"
"61","SC416521-RECLUSTER",1997.857,13984.999,7,134878.73,104704.484,29088.826,7055.5,NA,NA,0.00485416133727035,"SC416521-RECLUSTER"
"62","SC416523-RECLUSTER",2323.245125,18585.961,8,126533.222,90218.118,30505.344,13289.949,NA,NA,0.00645114478036177,"SC416523-RECLUSTER"
"63","SC416524-RECLUSTER",3355.89333333333,10067.68,3,125418.259,108903.267,34351.271,4401.522,5666.158,NA,0.00349446882420299,"SC416524-RECLUSTER"
"64","SC416525-RECLUSTER",1737.6505,6950.602,4,128117.296,103848.677,27081.973,2052.06599999999,NA,NA,0.00241253814170126,"SC416525-RECLUSTER"
"65","SC416528-RECLUSTER",2049.812,6149.436,3,131606.663,101103.672,16462.419,3064.14600000001,NA,NA,0.00213445524573998,"SC416528-RECLUSTER"
"66","SC416529-RECLUSTER",2494.13133333333,7482.394,3,123509.826,96292.22,21438.166,5937.25899999999,NA,NA,0.0025971219350837,"SC416529-RECLUSTER"
"67","SC416530-RECLUSTER",1767.27014285714,12370.891,7,131810.461,96349.229,39258.649,4407.81900000002,NA,NA,0.00429390812253799,"SC416530-RECLUSTER"
"68","SC416531-RECLUSTER",1751.91142857143,12263.38,7,125853.047,91317.128,27011.039,2328.24899999998,NA,NA,0.00425659129902365,"SC416531-RECLUSTER"
"69","SC416532-RECLUSTER",7761.54071428571,54330.785,7,128024.273,113311.817,19495.283,4649.86199999999,NA,46148.128,0.0188580918719084,"SC416532-RECLUSTER"
"70","SC416537-RECLUSTER",3877.47857142857,27142.35,7,130933.119,97175.256,19744.466,11370.531,NA,12327.562,0.00942104793662551,"SC416537-RECLUSTER"
"71","SC416550-RECLUSTER",2268.147875,18145.183,8,134979.575,91777.73,30150.654,9917.03,NA,NA,0.00629815173932406,"SC416550-RECLUSTER"
"72","SC416552-RECLUSTER",1982.327375,15858.619,8,130185.537,98057.266,36317.103,7463.39399999997,NA,NA,0.00550449057681741,"SC416552-RECLUSTER"
"73","SC416553-RECLUSTER",1978.3544,9891.772,5,131259.293,107736.438,28471.383,2343.12699999998,NA,NA,0.00343341155759063,"SC416553-RECLUSTER"
"74","SC416555-RECLUSTER",2795.73357142857,39140.27,14,131663.108,106646.745,44186.197,4497.14300000004,22628.908,NA,0.013585498673566,"SC416555-RECLUSTER"
"75","SC416556-RECLUSTER",2371.0752,11855.376,5,130388.832,95693.67,34659.822,2305.829,4448.46100000001,NA,0.00411497403882566,"SC416556-RECLUSTER"
"76","SC416559-RECLUSTER",2044.0043,20440.043,10,129866.816,105587.177,42190.472,8494.81999999995,NA,NA,0.00709469242455744,"SC416559-RECLUSTER"
"77","SC416560-RECLUSTER",2068.09544444444,18612.859,9,137373.599,105033.331,45348.469,10066.209,NA,NA,0.00646048101496928,"SC416560-RECLUSTER"
"78","SC416565-RECLUSTER",1638.3565,9830.139,6,134114.985,95250.041,28883.937,NA,NA,NA,0.00341201888350463,"SC416565-RECLUSTER"
"79","SC416566-RECLUSTER",2224.64771428571,15572.534,7,126450.913,77991.643,29402.105,11036.324,NA,NA,0.00540519112415582,"SC416566-RECLUSTER"
"80","SC416567-RECLUSTER",1965.2508,9826.254,5,111977.437,81404.026,27434.143,4883.98800000001,NA,NA,0.00341067040884294,"SC416567-RECLUSTER"
"81","SC416568-RECLUSTER",2229.08216666667,13374.493,6,132824.125,97258.55,29133.292,8154.30499999999,NA,NA,0.00464225609356089,"SC416568-RECLUSTER"
"82","SC416571-RECLUSTER",3046.0871,30460.871,10,127642.721,101533.123,32745.175,5792.66300000003,16368.158,NA,0.0105728990261479,"SC416571-RECLUSTER"
"83","SC416572-RECLUSTER",2350.5208,11752.604,5,125055.669,101026.995,31152.097,2560.34599999999,4128.53300000002,NA,0.00407930211143017,"SC416572-RECLUSTER"
"84","SC416574-RECLUSTER",3093.831,30938.31,10,100771.471,100051.957,43567.998,8272.492,6011.234,8371.698,0.0107386170168825,"SC416574-RECLUSTER"
"85","SC416576-RECLUSTER",4384.14685714286,30689.028,7,116193.817,98163.291,22100.068,2311.82499999998,24774.9,NA,0.0106520918017947,"SC416576-RECLUSTER"
"86","SC434071",2041.69733333333,6125.092,3,137563.819,97840.837,20248.239,3000.125,NA,NA,0.00212600549872216,"SC434071"
"87","SC434072",4404.2605,8808.521,2,130994.603,100176.282,20188.497,NA,8808.52099999998,NA,0.00305741759986783,"SC434072"
"88","SC434078",2496.0525,19968.42,8,121318.363,88483.359,21998.009,8507.29999999999,4470.35900000003,NA,0.00693099315419157,"SC434078"
"89","SC434080",2095.614,16764.912,8,121031.659,102576.519,30479.34,10262.363,NA,NA,0.00581906281531659,"SC434080"
"90","SC434082",2715.33041666667,32583.965,12,126790.371,87299.453,30009.31,13963.752,NA,10156.626,0.011309820123546,"SC434082"
"91","SC434169",1885.22328571429,13196.563,7,123318.408,115200.968,22903.291,4685.45800000001,NA,NA,0.00458049699534854,"SC434169"
"92","SC434179",1844.268,7377.072,4,133511.605,94132.648,37098.313,2047.97000000003,NA,NA,0.00256056490848942,"SC434179"
"93","SC434221",1947.655,13633.585,7,128007.305,93132.236,27821.969,3524.72499999998,NA,NA,0.00473218633733109,"SC434221"
"94","SC434242",2076.50675,8306.027,4,128455.067,106713.974,26085.036,4970.91200000001,NA,NA,0.00288300307563294,"SC434242"
"95","SC434333",1868.28966666667,11209.738,6,125884.45,83721.621,29422.746,4507.59399999998,NA,NA,0.00389087455784089,"SC434333"
"96","SC434370",1959.47088888889,17635.238,9,129139.39,106889.786,32832.089,6158.087,NA,NA,0.00612115098994007,"SC434370"
"97","SC458849",2102.88633333333,12617.318,6,130639.771,79426.735,28324.673,7640.81699999998,NA,NA,0.00437944237362085,"SC458849"
"98","SC458850",1987.60383333333,11925.623,6,126532.553,101259.964,39661.784,6234.049,NA,NA,0.00413935661271495,"SC458850"
"99","SC458852",1754.3004,8771.502,5,135458.114,88575.185,36012.5,NA,NA,NA,0.00304456838918541,"SC458852"
